phase,dataset,method,budget,mean_relative_error,median_query_mean_error,p90_query_mean_error,se_query_cluster,median_latency_ms,p90_latency_ms,mean_actual_samples,mean_kernel_evaluations,mean_full_dimension_distances_or_dots,low_dim_score_evaluations,observations,queries
test,amazon,matched_single,128,0.08213688646071853,0.08057703466695657,0.12139312295595045,0.0022167808926009383,1.387683,1.5809157,128.0,128.0,192.0,720.0,1000,200
test,amazon,matched_single,256,0.04282886138566613,0.04102315188277306,0.06671299137734243,0.0012120353861787862,2.6006055,2.9463383,256.0,256.0,320.0,720.0,1000,200
test,amazon,matched_single,512,0.015007600219111855,0.014431356108575061,0.02384555374319701,0.0004815732857563591,16.800811,19.225847100000003,512.0,512.0,576.0,720.0,1000,200
test,amazon,uniform_mc,32,0.25392162203813406,0.2023493742833039,0.3454568504350535,0.024725729988750403,0.3605975,0.3962837,32.0,32.0,32.0,0.0,1000,200
test,amazon,uniform_mc,64,0.20754059612339534,0.1401219819598864,0.27292919735912635,0.02355820748087436,0.613635,0.6412998000000001,64.0,64.0,64.0,0.0,1000,200
test,amazon,uniform_mc,128,0.14773525773376067,0.09287532034409848,0.1796196718987371,0.018608332196332362,1.1252815,1.2391996,128.0,128.0,128.0,0.0,1000,200
test,amazon,uniform_mc,256,0.10827364730388002,0.06017508099711895,0.09661888859681626,0.01727820308110178,2.2853705,2.5766061000000002,256.0,256.0,256.0,0.0,1000,200
test,amazon,uniform_mc,512,0.047514740732144116,0.02722514978938819,0.05053183410082985,0.0064348787145676435,16.2105815,18.8362526,512.0,512.0,512.0,0.0,1000,200
test,cifar10,current_approx,32,0.4298354316927688,0.39638728675916823,0.6725786202987497,0.014989742760933249,1.5828275,1.6486018,32.0,32.0,92.0,0.0,1000,200
test,cifar10,current_approx,64,0.2994014518001734,0.2566108917187794,0.4839631461184542,0.011612419195094351,1.664407,1.7024538,64.0,64.0,124.0,0.0,1000,200
test,cifar10,current_approx,128,0.20529516263730332,0.180176725662908,0.34390025220595244,0.007336895414329412,1.8270935,1.8711008999999998,128.0,128.0,188.0,0.0,1000,200
test,cifar10,current_approx,256,0.1384149691134485,0.1219964976326975,0.2276181395486283,0.004567554234514877,2.165446,2.2451622999999996,256.0,256.0,316.0,0.0,1000,200
test,cifar10,current_approx,512,0.09391964114533247,0.08219605026312743,0.1561964890936847,0.0033697275240425336,2.8100375,2.9770752000000003,512.0,512.0,572.0,0.0,1000,200
test,cifar10,deann,32,0.3779927136076046,0.3687460962734366,0.5634382405867044,0.010388739256415654,0.2799265,0.3522636,32.0,32.18,375.8,0.0,1000,200
test,cifar10,deann,64,0.21948919429424196,0.20539109903005343,0.33265280968218786,0.005554879578466381,0.3220195,0.38406670000000004,64.0,64.806,408.426,0.0,1000,200
test,cifar10,deann,128,0.12930651714391925,0.12557925757273308,0.19323834900644887,0.0034464443061653282,0.4012975,0.4663021,128.0,131.502,475.122,0.0,1000,200
test,cifar10,deann,256,0.08183034329817414,0.07353606206842377,0.129962090989721,0.0026184653101650112,0.538892,0.6099157,256.0,269.978,613.598,0.0,1000,200
test,cifar10,deann,512,0.04510052731738914,0.04157077174057808,0.0751368978250663,0.0015385153516724174,0.8120075,0.9439644,512.0,570.74,914.36,0.0,1000,200
test,cifar10,exact,0,0.0,0.0,0.0,0.0,2.046035,2.2050449,1800.0,1800.0,1800.0,0.0,200,200
test,cifar10,exact_annular,32,0.17543404813837457,0.1508634627515986,0.29781806742781636,0.00686156468646969,2.037341,2.2437442,32.0,32.0,1800.0,0.0,1000,200
test,cifar10,exact_annular,64,0.1297995078369139,0.11823530504125293,0.22358628569409042,0.004422977414244401,2.0263215,2.0892996,64.0,64.0,1800.0,0.0,1000,200
test,cifar10,exact_annular,128,0.0943123248371801,0.0841289754623635,0.15395774661258194,0.0034973286057304316,2.0302155,2.0898453,128.0,128.0,1800.0,0.0,1000,200
test,cifar10,exact_annular,256,0.06602088606840263,0.06097346527541342,0.1081641065788811,0.00229473467464423,2.035252,2.0929351,256.0,256.0,1800.0,0.0,1000,200
test,cifar10,exact_annular,512,0.044046000974225404,0.03976312524208165,0.07350115569597063,0.001728285262845752,2.040615,2.0931529,512.0,512.0,1800.0,0.0,1000,200
test,cifar10,final,32,0.2952369295637237,0.2797475919285845,0.45944499413631196,0.009334146314713705,0.4571175,0.508357,32.0,32.0,96.0,1800.0,1000,200
test,cifar10,final,64,0.18921042837879634,0.17330046567497426,0.2881935744078878,0.006500878624651775,0.5434945,0.5656954000000001,64.0,64.0,128.0,1800.0,1000,200
test,cifar10,final,128,0.11239368781111639,0.10498862353884073,0.17812511695797484,0.003480672653746554,0.71159,0.7369261,128.0,128.0,192.0,1800.0,1000,200
test,cifar10,final,256,0.059017964236125306,0.05913305790726921,0.08263875451556367,0.0013828880047126754,1.0373885,1.0785891,256.0,256.0,320.0,1800.0,1000,200
test,cifar10,final,512,0.025175616487830746,0.024218015544424928,0.037735741280240064,0.0007720966138822329,1.7178625,1.8687873000000002,512.0,512.0,576.0,1800.0,1000,200
test,cifar10,matched_neyman,32,0.4417248260773335,0.39890685334137155,0.6894769351401785,0.017393598350033814,0.7399085,0.7726698000000001,32.0,32.0,96.0,1800.0,1000,200
test,cifar10,matched_neyman,64,0.18157986553086353,0.17466367009295752,0.28009408337485614,0.004706372552931793,0.8612545,0.8876626,64.0,64.0,128.0,1800.0,1000,200
test,cifar10,matched_neyman,128,0.09855396088141109,0.09495771795581975,0.14588098291463716,0.002729514827373533,1.0613315,1.0924791,128.0,128.0,192.0,1800.0,1000,200
test,cifar10,matched_neyman,256,0.051324420498585314,0.04804558297206804,0.07921865850044367,0.0013628134727425847,1.4099705,1.4560334,256.0,256.0,320.0,1800.0,1000,200
test,cifar10,matched_neyman,512,0.022172369218329383,0.02140621734879352,0.033031545645694556,0.0006289083150420088,2.077646,2.1703136,512.0,512.0,576.0,1800.0,1000,200
test,cifar10,matched_proportional,32,0.2952369295637237,0.2797475919285845,0.45944499413631196,0.009334146314713705,0.4571175,0.508357,32.0,32.0,96.0,1800.0,1000,200
test,cifar10,matched_proportional,64,0.18921042837879634,0.17330046567497426,0.2881935744078878,0.006500878624651775,0.5434945,0.5656954000000001,64.0,64.0,128.0,1800.0,1000,200
test,cifar10,matched_proportional,128,0.11239368781111639,0.10498862353884073,0.17812511695797484,0.003480672653746554,0.71159,0.7369261,128.0,128.0,192.0,1800.0,1000,200
test,cifar10,matched_proportional,256,0.059017964236125306,0.05913305790726921,0.08263875451556367,0.0013828880047126754,1.0373885,1.0785891,256.0,256.0,320.0,1800.0,1000,200
test,cifar10,matched_proportional,512,0.025175616487830746,0.024218015544424928,0.037735741280240064,0.0007720966138822329,1.7178625,1.8687873000000002,512.0,512.0,576.0,1800.0,1000,200
test,cifar10,matched_single,32,0.4111941448735115,0.37669674633675765,0.6059084537236424,0.013238328693920944,0.348935,0.3730547,32.0,32.0,96.0,1800.0,1000,200
test,cifar10,matched_single,64,0.26580766495170266,0.2514998953164448,0.40086846616083305,0.0075253043874337865,0.4433125,0.4635393,64.0,64.0,128.0,1800.0,1000,200
test,cifar10,matched_single,128,0.1488870011130717,0.14677750832884595,0.2153168041379109,0.004063956452347168,0.612255,0.6371554,128.0,128.0,192.0,1800.0,1000,200
test,cifar10,matched_single,256,0.07768736369731513,0.07578447273653627,0.11235422338079225,0.0018887368839652714,0.9426455,0.9763236,256.0,256.0,320.0,1800.0,1000,200
test,cifar10,matched_single,512,0.035362398916054104,0.03361566415971988,0.05337104453856889,0.0009618055187946962,1.6078915,1.715913,512.0,512.0,576.0,1800.0,1000,200
test,cifar10,uniform_mc,32,0.421562919238302,0.37023529292380153,0.6228787159682534,0.020636626942799184,0.1476295,0.16381189999999998,32.0,32.0,32.0,0.0,1000,200
test,cifar10,uniform_mc,64,0.31154236787074024,0.27549510422588536,0.5040658969020694,0.010352470127753699,0.2527675,0.2611213,64.0,64.0,64.0,0.0,1000,200
test,cifar10,uniform_mc,128,0.2198982212649638,0.20315925720627698,0.3414235138517715,0.007698124441483368,0.423957,0.4356684,128.0,128.0,128.0,0.0,1000,200
test,cifar10,uniform_mc,256,0.15289845816605713,0.13705958981414268,0.2583267381608571,0.005266544163002988,0.745936,0.7738266,256.0,256.0,256.0,0.0,1000,200
test,cifar10,uniform_mc,512,0.0996409263335641,0.08772108759053864,0.1744699435531504,0.0039308472207383515,1.395624,1.5152438000000001,512.0,512.0,512.0,0.0,1000,200
test,cifar10_gist512,current_approx,32,0.3089005622555817,0.26457061142053545,0.5034743546596073,0.01266592191282526,1.118727,1.1951689,32.0,32.0,92.0,0.0,1000,200
test,cifar10_gist512,current_approx,64,0.20951990498705958,0.1785727168908212,0.37380849736625843,0.008421112521136595,1.135855,1.1665456,64.0,64.0,124.0,0.0,1000,200
test,cifar10_gist512,current_approx,128,0.1591190723550344,0.1335899654350296,0.261868199898412,0.008476497179370893,1.2497935,1.2902319,128.0,128.0,188.0,0.0,1000,200
test,cifar10_gist512,current_approx,256,0.10788980288560834,0.0929228112141773,0.17349241787032568,0.004489477617837091,1.339647,1.3790839,256.0,256.0,316.0,0.0,1000,200
test,cifar10_gist512,current_approx,512,0.07112472182574026,0.060513871265716196,0.11071769908996233,0.00324372743510969,1.4627035,1.5124911,512.0,512.0,572.0,0.0,1000,200
test,cifar10_gist512,deann,32,0.29091432846695375,0.26435858020613734,0.4312909492922149,0.008245967464245439,0.0695575,0.07910389999999999,32.0,32.24,386.385,0.0,1000,200
test,cifar10_gist512,deann,64,0.18691702717504785,0.17657706741483684,0.2774051297746397,0.0054019116302790335,0.078453,0.09190419999999999,64.0,64.838,418.983,0.0,1000,200
test,cifar10_gist512,deann,128,0.12186361235275857,0.11316922145272412,0.16901367856436808,0.0041827228517632474,0.0856085,0.09588210000000001,128.0,131.542,485.687,0.0,1000,200
test,cifar10_gist512,deann,256,0.0680190152289375,0.06213094236099413,0.10425075146812318,0.0019781860651975833,0.11177,0.12368660000000001,256.0,270.316,624.461,0.0,1000,200
test,cifar10_gist512,deann,512,0.040352456277959844,0.03690756065720655,0.06497467534737197,0.0015244356758235436,0.188738,0.203081,511.915,570.781,924.926,0.0,1000,200
test,cifar10_gist512,exact,0,0.0,0.0,0.0,0.0,0.3772455,0.4194817,1800.0,1800.0,1800.0,0.0,200,200
test,cifar10_gist512,exact_annular,32,0.14142611577586936,0.13811131132773316,0.21429903304029616,0.003943338482044871,0.5575015,0.5915815999999999,32.0,32.0,1800.0,0.0,1000,200
test,cifar10_gist512,exact_annular,64,0.10742550133723032,0.09726671084121524,0.1731463739114193,0.0031680584731419866,0.5496945,0.5812754,64.0,64.0,1800.0,0.0,1000,200
test,cifar10_gist512,exact_annular,128,0.07702383137398708,0.07101702973205788,0.11810356763309039,0.002299794825417955,0.5514525,0.5831464000000001,128.0,128.0,1800.0,0.0,1000,200
test,cifar10_gist512,exact_annular,256,0.050620234233179254,0.046797823453370704,0.07957860696927284,0.0017692195553160718,0.5568435,0.5899409,256.0,256.0,1800.0,0.0,1000,200
test,cifar10_gist512,exact_annular,512,0.033050778798390426,0.028921269566540883,0.05432538627997745,0.0012231247118197222,0.566938,0.5996718000000001,512.0,512.0,1800.0,0.0,1000,200
test,cifar10_gist512,final,32,0.2532687191163023,0.23708267252811852,0.39014644748282007,0.008053792063214809,0.2997205,0.3350863,32.0,32.0,96.0,1800.0,1000,200
test,cifar10_gist512,final,64,0.16858959953058109,0.1531741514676567,0.26320501386871004,0.005578506861367924,0.3102385,0.320851,64.0,64.0,128.0,1800.0,1000,200
test,cifar10_gist512,final,128,0.10549423475422037,0.0981202190855131,0.1677601585608177,0.003207045336047412,0.368084,0.3826135,128.0,128.0,192.0,1800.0,1000,200
test,cifar10_gist512,final,256,0.0632475944145285,0.05948297817616635,0.09805708291786754,0.001888017410845511,0.459553,0.47586140000000005,256.0,256.0,320.0,1800.0,1000,200
test,cifar10_gist512,final,512,0.032704440714113756,0.0306561233458124,0.04901741242248223,0.000967977201772264,0.6049895,0.6383405,512.0,512.0,576.0,1800.0,1000,200
test,cifar10_gist512,matched_neyman,32,0.41857004404912695,0.36841453573034333,0.6805569061740258,0.014856732470012167,0.5593755,0.6083670999999999,32.0,32.0,96.0,1800.0,1000,200
test,cifar10_gist512,matched_neyman,64,0.17753879490880728,0.17512820876346472,0.25675896210669863,0.004971704401968664,0.598104,0.6123962,64.0,64.0,128.0,1800.0,1000,200
test,cifar10_gist512,matched_neyman,128,0.10073536691566895,0.09319316531158911,0.15084020059309464,0.0032248652035650536,0.6434375,0.6649847,128.0,128.0,192.0,1800.0,1000,200
test,cifar10_gist512,matched_neyman,256,0.05830590468034799,0.052462026017292884,0.0915824497780677,0.001922281009368019,0.774794,0.8024263,256.0,256.0,320.0,1800.0,1000,200
test,cifar10_gist512,matched_neyman,512,0.029291029005055088,0.02679013706764558,0.046803878443908466,0.0010006142146405947,0.939946,0.9725421999999999,512.0,512.0,576.0,1800.0,1000,200
test,cifar10_gist512,matched_proportional,32,0.2532687191163023,0.23708267252811852,0.39014644748282007,0.008053792063214809,0.2997205,0.3350863,32.0,32.0,96.0,1800.0,1000,200
test,cifar10_gist512,matched_proportional,64,0.16858959953058109,0.1531741514676567,0.26320501386871004,0.005578506861367924,0.3102385,0.320851,64.0,64.0,128.0,1800.0,1000,200
test,cifar10_gist512,matched_proportional,128,0.10549423475422037,0.0981202190855131,0.1677601585608177,0.003207045336047412,0.368084,0.3826135,128.0,128.0,192.0,1800.0,1000,200
test,cifar10_gist512,matched_proportional,256,0.0632475944145285,0.05948297817616635,0.09805708291786754,0.001888017410845511,0.459553,0.47586140000000005,256.0,256.0,320.0,1800.0,1000,200
test,cifar10_gist512,matched_proportional,512,0.032704440714113756,0.0306561233458124,0.04901741242248223,0.000967977201772264,0.6049895,0.6383405,512.0,512.0,576.0,1800.0,1000,200
test,cifar10_gist512,matched_single,32,0.32435746865173326,0.29060528199666696,0.5348728997659808,0.010908202288268802,0.210983,0.2330037,32.0,32.0,96.0,1800.0,1000,200
test,cifar10_gist512,matched_single,64,0.2105223978863542,0.1993884330416414,0.31164523658806764,0.0060445347304108775,0.2207235,0.23013270000000002,64.0,64.0,128.0,1800.0,1000,200
test,cifar10_gist512,matched_single,128,0.13404436131428915,0.12515563371935037,0.2026624580626294,0.003985584671080273,0.27286,0.28598209999999996,128.0,128.0,192.0,1800.0,1000,200
test,cifar10_gist512,matched_single,256,0.07785943176457262,0.07175241464660688,0.12310006972182931,0.0022507161612047013,0.362938,0.37853770000000003,256.0,256.0,320.0,1800.0,1000,200
test,cifar10_gist512,matched_single,512,0.03966598999434983,0.03755260807892419,0.06136478625880568,0.0011707642133457086,0.5103815,0.5385993,512.0,512.0,576.0,1800.0,1000,200
test,cifar10_gist512,uniform_mc,32,0.32112937434948957,0.28841323382774364,0.48623267513488855,0.013373486459037036,0.0759435,0.0866184,32.0,32.0,32.0,0.0,1000,200
test,cifar10_gist512,uniform_mc,64,0.23920853944676906,0.20233426893512962,0.35976250499755646,0.01136264669317378,0.0821275,0.0884398,64.0,64.0,64.0,0.0,1000,200
test,cifar10_gist512,uniform_mc,128,0.15890221416472297,0.13657655970014076,0.26187034650221797,0.006112075855198907,0.116067,0.1206063,128.0,128.0,128.0,0.0,1000,200
test,cifar10_gist512,uniform_mc,256,0.11572668297425605,0.10231483870842303,0.18658869081131293,0.004780525967433837,0.197804,0.2075695,256.0,256.0,256.0,0.0,1000,200
test,cifar10_gist512,uniform_mc,512,0.07831226983476029,0.06234762973232952,0.12504474815060437,0.0037226553452154427,0.3399365,0.3622333,512.0,512.0,512.0,0.0,1000,200
test,isolet,current_approx,32,0.5430884374765078,0.4488424749486256,0.8920934567577382,0.022833887595821778,1.0371525,1.1039709,32.0,32.0,92.0,0.0,1000,200
test,isolet,current_approx,64,0.38918117761113324,0.32397228647301435,0.6243347730338411,0.01786448923059925,1.054905,1.1065979,64.0,64.0,124.0,0.0,1000,200
test,isolet,current_approx,128,0.27370880705904516,0.2363156275379055,0.4627286635669432,0.011537493548583334,1.17925,1.2332591000000002,128.0,128.0,188.0,0.0,1000,200
test,isolet,current_approx,256,0.20631558875134262,0.18061363255496785,0.31749823177371256,0.011140890071874314,1.276567,1.328176,256.0,256.0,316.0,0.0,1000,200
test,isolet,current_approx,512,0.12861151240101512,0.10908681559253328,0.2229848249333767,0.006297772278877832,1.429243,1.4824531,512.0,512.0,572.0,0.0,1000,200
test,isolet,deann,32,0.3705666396834955,0.35598201265187657,0.5557898731649912,0.010642700210800935,0.0776525,0.09777160000000001,32.0,32.294,322.659,0.0,1000,200
test,isolet,deann,64,0.1902090809312665,0.18451525969552068,0.2832228533569569,0.005410149991743083,0.0902705,0.10005610000000001,64.0,65.24,355.605,0.0,1000,200
test,isolet,deann,128,0.08787491308087456,0.0813525075420521,0.13917175845929225,0.0030168031750223883,0.119132,0.13060339999999998,127.775,132.563,422.928,0.0,1000,200
test,isolet,deann,256,0.04638575314345678,0.04209868447852004,0.0815187970347826,0.002039580253693531,0.1909425,0.2027551,254.32,273.498,563.863,0.0,1000,200
test,isolet,deann,512,0.026201495305035565,0.023759700179881,0.04922868549337807,0.0013785778388289865,0.3192375,0.334316,485.22,560.36,850.725,0.0,1000,200
test,isolet,exact,0,0.0,0.0,0.0,0.0,0.437365,0.4886767,1800.0,1800.0,1800.0,0.0,200,200
test,isolet,exact_annular,32,0.1834667029798107,0.1695786841233718,0.29447808077385024,0.005707893800510847,0.6368595,0.659465,32.0,32.0,1800.0,0.0,1000,200
test,isolet,exact_annular,64,0.14337088156801292,0.13164888431096494,0.2380511111239364,0.005303072879153231,0.632675,0.6464528,64.0,64.0,1800.0,0.0,1000,200
test,isolet,exact_annular,128,0.11311838267451672,0.1035769231519248,0.17765321993861632,0.0038631845480615714,0.6343675,0.6496244,128.0,128.0,1800.0,0.0,1000,200
test,isolet,exact_annular,256,0.07529528348712879,0.06883293642352153,0.11917270758882975,0.0028723923422379937,0.638842,0.6538834,256.0,256.0,1800.0,0.0,1000,200
test,isolet,exact_annular,512,0.05213405201189376,0.047250289018464564,0.08438692924619264,0.0021075060474021402,0.6492505,0.6660208000000001,512.0,512.0,1800.0,0.0,1000,200
test,isolet,final,32,0.3520774874551563,0.31453665743328124,0.5604942537876766,0.014206770391489381,0.3088355,0.3465404,32.0,32.0,96.0,1800.0,1000,200
test,isolet,final,64,0.20992147212778903,0.19413057041879556,0.3301659126371317,0.006847220700885225,0.3215565,0.3318248,64.0,64.0,128.0,1800.0,1000,200
test,isolet,final,128,0.11002685105252369,0.1077793739431625,0.16948200841039496,0.0031213667673113924,0.3955795,0.40593690000000004,128.0,128.0,192.0,1800.0,1000,200
test,isolet,final,256,0.052964097006321195,0.05225584189462752,0.08127532719701097,0.0016211628164141153,0.49482,0.507502,256.0,256.0,320.0,1800.0,1000,200
test,isolet,final,512,0.022004976421735198,0.020932893395921706,0.03642037483006268,0.0007500898164437782,0.6667165,0.6878727,512.0,512.0,576.0,1800.0,1000,200
test,isolet,matched_neyman,32,0.5572266125275503,0.4686515579171243,0.9032201679489017,0.023327829434041054,0.5672595,0.6005555,32.0,32.0,96.0,1800.0,1000,200
test,isolet,matched_neyman,64,0.20524633247253812,0.19643256971384077,0.32022107483639106,0.0066197568624355736,0.613052,0.6280277,64.0,64.0,128.0,1800.0,1000,200
test,isolet,matched_neyman,128,0.09732638005913863,0.09432535448202563,0.14160668622990805,0.0027909034181127007,0.6666025,0.6860775,128.0,128.0,192.0,1800.0,1000,200
test,isolet,matched_neyman,256,0.04467817668192482,0.04142222093443384,0.07193768031427034,0.0014068737810771154,0.8149105,0.8411061999999999,256.0,256.0,320.0,1800.0,1000,200
test,isolet,matched_neyman,512,0.018992775950397757,0.01886455416666473,0.031357190602712935,0.0006930437958741891,1.002417,1.0324437,512.0,512.0,576.0,1800.0,1000,200
test,isolet,matched_proportional,32,0.3520774874551563,0.31453665743328124,0.5604942537876766,0.014206770391489381,0.3088355,0.3465404,32.0,32.0,96.0,1800.0,1000,200
test,isolet,matched_proportional,64,0.20992147212778903,0.19413057041879556,0.3301659126371317,0.006847220700885225,0.3215565,0.3318248,64.0,64.0,128.0,1800.0,1000,200
test,isolet,matched_proportional,128,0.11002685105252369,0.1077793739431625,0.16948200841039496,0.0031213667673113924,0.3955795,0.40593690000000004,128.0,128.0,192.0,1800.0,1000,200
test,isolet,matched_proportional,256,0.052964097006321195,0.05225584189462752,0.08127532719701097,0.0016211628164141153,0.49482,0.507502,256.0,256.0,320.0,1800.0,1000,200
test,isolet,matched_proportional,512,0.022004976421735198,0.020932893395921706,0.03642037483006268,0.0007500898164437782,0.6667165,0.6878727,512.0,512.0,576.0,1800.0,1000,200
test,isolet,matched_single,32,0.440457554874225,0.3860154393424866,0.7124325952094853,0.0145551208363856,0.2168565,0.2389312,32.0,32.0,96.0,1800.0,1000,200
test,isolet,matched_single,64,0.2672493337611529,0.25074941857278277,0.4176989548933922,0.00766064659537824,0.2306455,0.2392356,64.0,64.0,128.0,1800.0,1000,200
test,isolet,matched_single,128,0.14071169687004936,0.13432456688858013,0.20641746807781222,0.004253499248555176,0.2960705,0.307217,128.0,128.0,192.0,1800.0,1000,200
test,isolet,matched_single,256,0.06898231649512433,0.06752748539600645,0.10868643399235842,0.002224646696092051,0.397073,0.4109791,256.0,256.0,320.0,1800.0,1000,200
test,isolet,matched_single,512,0.02943353696464499,0.02732459259621428,0.05026802535213694,0.0010571639916013256,0.569528,0.5869903000000001,512.0,512.0,576.0,1800.0,1000,200
test,isolet,uniform_mc,32,0.5655079436791594,0.4866878615428685,0.9801425923742195,0.024454827421610356,0.0797165,0.08872139999999999,32.0,32.0,32.0,0.0,1000,200
test,isolet,uniform_mc,64,0.4390715091617493,0.3425103904096647,0.7090363794938336,0.026676537170594653,0.0880315,0.09397689999999999,64.0,64.0,64.0,0.0,1000,200
test,isolet,uniform_mc,128,0.3072356133081729,0.25424712824987195,0.5610627344916246,0.014456740209889605,0.130707,0.1361638,128.0,128.0,128.0,0.0,1000,200
test,isolet,uniform_mc,256,0.22681868305275413,0.18797241397807635,0.34526145144980624,0.012067154749716424,0.2300985,0.2363781,256.0,256.0,256.0,0.0,1000,200
test,isolet,uniform_mc,512,0.13929387887583208,0.11919257978422346,0.2239522523844394,0.006648890720026102,0.3947425,0.40370659999999997,512.0,512.0,512.0,0.0,1000,200
