phase,dataset,method,budget,mean_relative_error,median_query_mean_error,p90_query_mean_error,se_query_cluster,median_latency_ms,p90_latency_ms,mean_actual_samples,mean_kernel_evaluations,mean_full_dimension_distances_or_dots,low_dim_score_evaluations,observations,queries
audit,cifar10,matched_neyman,32,0.4918605591525509,0.43608037138437783,0.7620193706273273,0.020792863960301656,0.720043,0.7533652,32.0,32.0,96.0,1800.0,1000,200
audit,cifar10,matched_neyman,64,0.18577400924528922,0.1731386061209491,0.28279648419677783,0.00571800159491732,0.838007,0.8644905,64.0,64.0,128.0,1800.0,1000,200
audit,cifar10,matched_neyman,128,0.1033330113947074,0.10006325616052503,0.15556487891355736,0.002914656108082389,1.033934,1.0735268,128.0,128.0,192.0,1800.0,1000,200
audit,cifar10,matched_neyman,256,0.05004191004961889,0.04760851852258145,0.07401263584769976,0.0014841088423484822,1.3715835,1.4247702,256.0,256.0,320.0,1800.0,1000,200
audit,cifar10,matched_neyman,512,0.02133535669561299,0.020013817284474822,0.035258029690995424,0.000685850184748706,2.027353,2.1178571,512.0,512.0,576.0,1800.0,1000,200
audit,cifar10,matched_proportional,32,0.30291707534141415,0.2919089304954523,0.46707948421112855,0.009967329377095364,0.4384205,0.4845806,32.0,32.0,96.0,1800.0,1000,200
audit,cifar10,matched_proportional,64,0.1929145210664598,0.18318290229108672,0.306439559312353,0.005676405613654624,0.519205,0.5420753,64.0,64.0,128.0,1800.0,1000,200
audit,cifar10,matched_proportional,128,0.11598450749988756,0.11183066603978076,0.16337753025172333,0.003174490807569356,0.6854295,0.7147403,128.0,128.0,192.0,1800.0,1000,200
audit,cifar10,matched_proportional,256,0.058286696601876915,0.05448188620213365,0.09268090135983696,0.0017588624473465326,1.0037595,1.0553359,256.0,256.0,320.0,1800.0,1000,200
audit,cifar10,matched_proportional,512,0.026022230179695925,0.02435675197142843,0.039706416055570015,0.000845560094982924,1.668353,1.8153669,512.0,512.0,576.0,1800.0,1000,200
audit,cifar10,matched_single,32,0.4083121440548117,0.3777761338323262,0.6374029841456076,0.01239528523706544,0.3287855,0.3487894,32.0,32.0,96.0,1800.0,1000,200
audit,cifar10,matched_single,64,0.25760968926473704,0.2428102014134028,0.38357965399123845,0.007239480469213101,0.420944,0.440706,64.0,64.0,128.0,1800.0,1000,200
audit,cifar10,matched_single,128,0.14813907782939573,0.1434384260588575,0.22582490370667443,0.004209237394941736,0.585212,0.6103743,128.0,128.0,192.0,1800.0,1000,200
audit,cifar10,matched_single,256,0.08013202419454998,0.07834224110160223,0.11568479840308553,0.0017859273296415036,0.9070645,0.9468366,256.0,256.0,320.0,1800.0,1000,200
audit,cifar10,matched_single,512,0.03415944760447908,0.0325745666406318,0.05220905957956934,0.0010645083139814932,1.5511735,1.6592907,512.0,512.0,576.0,1800.0,1000,200
audit,cifar10,uniform_mc,32,0.4237192203886768,0.3668581543482228,0.6304979320174039,0.015411291095452091,0.1456375,0.161493,32.0,32.0,32.0,0.0,1000,200
audit,cifar10,uniform_mc,64,0.3233902578738145,0.288194130760997,0.531009827872936,0.01180351224408999,0.247352,0.25903,64.0,64.0,64.0,0.0,1000,200
