dataset,phase,n,method,budget,mean_relative_error,median_error,p90_error,se_query_cluster,median_latency_ms,queries,actual_kernel_evaluations,actual_samples
cifar10_gist512,test,1800,ann_T_single,256,0.0947922468176894,0.08426465138144279,0.15240705050832032,0.0036765234357760295,0.38974,200,256.0,256.0
cifar10_gist512,test,1800,ann_T_single,512,0.05894959012948911,0.0547732959634068,0.0915323798627634,0.0022791500149441203,0.514693,200,512.0,512.0
cifar10_gist512,test,1800,exact,32,0.0,0.0,0.0,0.0,0.385602,200,1800.0,1800.0
cifar10_gist512,test,1800,exact,64,0.0,0.0,0.0,0.0,0.3808465,200,1800.0,1800.0
cifar10_gist512,test,1800,exact,128,0.0,0.0,0.0,0.0,0.38194,200,1800.0,1800.0
cifar10_gist512,test,1800,exact,256,0.0,0.0,0.0,0.0,0.3841245,200,1800.0,1800.0
cifar10_gist512,test,1800,exact,512,0.0,0.0,0.0,0.0,0.383094,200,1800.0,1800.0
cifar10_gist512,test,1800,exact_annular,32,0.14142611577586892,0.1381113113277329,0.21429903304029577,0.003943338482044872,0.5846375,200,32.0,32.0
cifar10_gist512,test,1800,exact_annular,64,0.10742550133722986,0.09726671084121491,0.1731463739114188,0.003168058473141987,0.58505,200,64.0,64.0
cifar10_gist512,test,1800,exact_annular,128,0.07702383137398665,0.07101702973205741,0.11810356763309002,0.0022997948254179544,0.5938255,200,128.0,128.0
cifar10_gist512,test,1800,exact_annular,256,0.050620234233178824,0.0467978234533704,0.07957860696927249,0.0017692195553160716,0.6068465,200,256.0,256.0
cifar10_gist512,test,1800,exact_annular,512,0.03305077879838998,0.0289212695665405,0.054325386279976864,0.0012231247118197235,0.6112555,200,512.0,512.0
cifar10_gist512,test,1800,official_E,32,0.27873844223270017,0.2622244702992701,0.41901603036393076,0.0077346889983991255,0.2316245,200,32.254,32.0
cifar10_gist512,test,1800,official_E,64,0.17321060866443477,0.162524893364844,0.25182933706350463,0.004845300881604317,0.238705,200,64.866,64.0
cifar10_gist512,test,1800,official_E,128,0.10311361439274953,0.0997408714772465,0.14925279165053756,0.0025520295512255708,0.259153,200,131.582,128.0
cifar10_gist512,test,1800,official_E,256,0.05282687237267775,0.05179397294853691,0.07733842139509281,0.0013711220469770705,0.292426,200,270.4,256.0
cifar10_gist512,test,1800,official_E,512,0.02243317891195563,0.021255179530939798,0.0339924770175301,0.0005833889987981216,0.3421565,200,570.414,512.0
cifar10_gist512,test,1800,official_O,32,0.29091432846695325,0.26435858020613684,0.4312909492922144,0.008245967464245437,0.110939,200,32.24,32.0
cifar10_gist512,test,1800,official_O,64,0.18691702717504743,0.17657706741483623,0.27740512977463944,0.005401911630279034,0.1195785,200,64.838,64.0
cifar10_gist512,test,1800,official_O,128,0.12186361235275812,0.1131692214527237,0.16901367856436772,0.004182722851763248,0.1433545,200,131.542,128.0
cifar10_gist512,test,1800,official_O,256,0.06801901522893704,0.0621309423609937,0.10425075146812272,0.0019781860651975824,0.1746925,200,270.316,256.0
cifar10_gist512,test,1800,official_O,512,0.040352456277959414,0.0369075606572061,0.06497467534737167,0.0015244356758235442,0.2274145,200,570.781,511.915
cifar10_gist512,test,1800,official_T,32,0.29928825249737206,0.2744532744791947,0.45146495109946083,0.01039885736394879,0.0854665,200,32.11,32.0
cifar10_gist512,test,1800,official_T,64,0.21321814465185246,0.17393675923991261,0.34952675701459973,0.009447132704691667,0.0924255,200,64.468,64.0
cifar10_gist512,test,1800,official_T,128,0.14284449781416114,0.13672196542396492,0.208762440137,0.004471881564413273,0.1068435,200,129.924,128.0
cifar10_gist512,test,1800,official_T,256,0.09915152150821684,0.0868938018987045,0.1549697018120577,0.004201316400033154,0.1276655,200,264.04,255.91
cifar10_gist512,test,1800,official_T,512,0.05949073592247509,0.05285926820591551,0.08899994995176398,0.0021160742340289927,0.156999,200,535.733,506.065
cifar10_gist512,test,1800,projected_current,32,0.25326871911630183,0.2370826725281181,0.3901464474828197,0.00805379206321481,0.333309,200,32.0,32.0
cifar10_gist512,test,1800,projected_current,64,0.16858959953058064,0.1531741514676565,0.26320501386870965,0.0055785068613679245,0.355066,200,64.0,64.0
cifar10_gist512,test,1800,projected_current,128,0.10549423475421994,0.0981202190855126,0.1677601585608173,0.0032070453360474134,0.400343,200,128.0,128.0
cifar10_gist512,test,1800,projected_current,256,0.06324759441452804,0.0594829781761659,0.09805708291786708,0.0018880174108455118,0.4903985,200,256.0,256.0
cifar10_gist512,test,1800,projected_current,512,0.032704440714113305,0.030656123345812,0.049017412422481824,0.0009679772017722637,0.6081155,200,512.0,512.0
cifar10_gist512,test,1800,projected_fast,32,0.24729235592115834,0.2164179261187413,0.40666915577260626,0.008319383096033186,0.3357325,200,32.0,32.0
cifar10_gist512,test,1800,projected_fast,64,0.16481148294971604,0.1527536794920565,0.24274784314013625,0.004865301855281533,0.357648,200,64.0,64.0
cifar10_gist512,test,1800,projected_fast,128,0.10982759938326479,0.10629147597890709,0.17112487023184503,0.003152731965692157,0.4033555,200,128.0,128.0
cifar10_gist512,test,1800,projected_fast,256,0.06464755794310514,0.06089842421621511,0.0985162760109977,0.0023130029926635553,0.494461,200,256.0,256.0
cifar10_gist512,test,1800,projected_fast,512,0.031013627653907205,0.0291465404747159,0.04972061201235852,0.001030294922938657,0.611166,200,512.0,512.0
cifar10_gist512,test,1800,uniform_mc,32,0.3211293743494892,0.28841323382774314,0.4862326751348879,0.01337348645903704,0.1068585,200,32.0,32.0
cifar10_gist512,test,1800,uniform_mc,64,0.23920853944676865,0.20233426893512912,0.359762504997556,0.01136264669317378,0.122424,200,64.0,64.0
cifar10_gist512,test,1800,uniform_mc,128,0.15890221416472256,0.13657655970014032,0.26187034650221747,0.006112075855198907,0.1587845,200,128.0,128.0
cifar10_gist512,test,1800,uniform_mc,256,0.1157266829742556,0.1023148387084227,0.1865886908113126,0.0047805259674338395,0.2357515,200,256.0,256.0
cifar10_gist512,test,1800,uniform_mc,512,0.07831226983475985,0.0623476297323291,0.12504474815060387,0.0037226553452154427,0.3478135,200,512.0,512.0
cifar10,audit,1800,ann_E_multi,32,0.2672760404327545,0.26658195225935677,0.388890445387216,0.006523007854851427,1.881866,200,32.0,32.0
cifar10,audit,1800,ann_E_multi,64,0.1460899620855586,0.1398659918709979,0.22050146019208683,0.003765816259094096,1.8755705,200,64.0,64.0
cifar10,audit,1800,ann_E_multi,128,0.0654091058042797,0.061470439704758115,0.10033537966145079,0.0017655783097437205,2.1070815,200,128.0,128.0
cifar10,audit,1800,ann_E_multi,256,0.02778893061056528,0.026530933958522303,0.04517449848107952,0.0008635907858872655,2.5821795,200,256.0,256.0
cifar10,audit,1800,ann_E_multi,512,0.00827529906108294,0.0076604583573705,0.01411486739174758,0.0003024742328509806,3.475491,200,512.0,512.0
cifar10,audit,1800,ann_E_single,32,0.3575487530028883,0.35036136393798845,0.510617871639864,0.009486731320072422,1.6169105,200,32.0,32.0
cifar10,audit,1800,ann_E_single,64,0.204883470928732,0.19989937440041844,0.30271189872938714,0.005287167557925215,1.5773945,200,64.0,64.0
cifar10,audit,1800,ann_E_single,128,0.10365734562538234,0.101988469916238,0.15490691249457522,0.0028953563122470975,1.8272565,200,128.0,128.0
cifar10,audit,1800,ann_E_single,256,0.042492605207421624,0.038853232927062706,0.06644951788747182,0.0012929854635172287,2.297343,200,256.0,256.0
cifar10,audit,1800,ann_E_single,512,0.012144455329098162,0.011449259609889701,0.02018002392223836,0.00043135995456020505,3.173721,200,512.0,512.0
cifar10,audit,1800,ann_T_multi,32,0.28905943544285634,0.2592183245095933,0.4633995775769076,0.010190956509307722,0.7356785,200,32.0,32.0
cifar10,audit,1800,ann_T_multi,64,0.21987652973168392,0.18584420939771368,0.38113997806404176,0.008784847293307462,0.8042705,200,64.0,64.0
cifar10,audit,1800,ann_T_multi,128,0.14755409730535246,0.1370979927603313,0.24323358296803602,0.005061246738002069,0.986575,200,128.0,128.0
cifar10,audit,1800,ann_T_multi,256,0.09429415103580396,0.0875906723383284,0.14091241887331962,0.0033876492780405445,1.336296,200,256.0,256.0
cifar10,audit,1800,ann_T_multi,512,0.06511013886186151,0.0575419293914656,0.10905768551686035,0.002384363542053508,2.1376475,200,512.0,512.0
cifar10,audit,1800,ann_T_single,32,0.4028758806692894,0.35775514869224534,0.6612497635670851,0.013996876032427276,0.449008,200,32.0,32.0
cifar10,audit,1800,ann_T_single,64,0.27765305211667296,0.2642034445581296,0.4089693189385983,0.00767731877733069,0.5179995,200,64.0,64.0
cifar10,audit,1800,ann_T_single,128,0.19305441156491931,0.17770301199242022,0.28667089638560733,0.006692062801387335,0.7034485,200,128.0,128.0
cifar10,audit,1800,ann_T_single,256,0.12420474049345835,0.11626820816772201,0.19066032606506594,0.003795955445553197,1.0481255,200,256.0,256.0
cifar10,audit,1800,ann_T_single,512,0.08010556912449544,0.0728739443838116,0.1266693355475031,0.002523154361115403,1.8209715,200,512.0,512.0
cifar10,audit,1800,exact,32,0.0,0.0,0.0,0.0,2.7636765,200,1800.0,1800.0
cifar10,audit,1800,exact,64,0.0,0.0,0.0,0.0,2.3217545,200,1800.0,1800.0
cifar10,audit,1800,exact,128,0.0,0.0,0.0,0.0,2.332385,200,1800.0,1800.0
cifar10,audit,1800,exact,256,0.0,0.0,0.0,0.0,2.3733385,200,1800.0,1800.0
cifar10,audit,1800,exact,512,0.0,0.0,0.0,0.0,2.3325605,200,1800.0,1800.0
cifar10,audit,1800,exact_annular,32,0.18152453182046838,0.16377079242030881,0.27425065500109586,0.009674018037824377,3.0138665,200,32.0,32.0
cifar10,audit,1800,exact_annular,64,0.12723758667078655,0.11758532342478291,0.19253749441257698,0.004186636144766357,2.573247,200,64.0,64.0
cifar10,audit,1800,exact_annular,128,0.08984881568886717,0.0827627030635367,0.1422613466459596,0.0026762391748605483,2.5885205,200,128.0,128.0
cifar10,audit,1800,exact_annular,256,0.06776184432401383,0.0610200865890002,0.10335692248306995,0.00249551707137784,2.638103,200,256.0,256.0
cifar10,audit,1800,exact_annular,512,0.04258576430225057,0.0385307385076977,0.06725079628768173,0.0015492183429032626,2.6276545,200,512.0,512.0
cifar10,audit,1800,official_E,32,0.3973974969471298,0.36865651468055327,0.5795358248449541,0.011496593619650225,1.4314805,200,32.294,32.0
cifar10,audit,1800,official_E,64,0.20917274985885023,0.20175652889483292,0.30647325667286146,0.005042204681975055,1.341248,200,65.114,64.0
cifar10,audit,1800,official_E,128,0.10178545475393638,0.09651153699602391,0.1558968429915029,0.002707959760850828,1.506673,200,132.558,128.0
cifar10,audit,1800,official_E,256,0.04297444045727876,0.0408965877190446,0.06464500785793201,0.0012065086085924933,1.840719,200,275.7,256.0
cifar10,audit,1800,official_E,512,0.012783298132933647,0.012768786093512202,0.02125550140079164,0.0004509563540334563,2.4981235,200,597.05,512.0
cifar10,audit,1800,official_O,32,0.3652932692909645,0.35187949995469026,0.5360825217433243,0.010546141504346584,0.494781,200,32.198,32.0
cifar10,audit,1800,official_O,64,0.23750444287068512,0.22249481796416173,0.3558326860283076,0.006751257794992932,0.460601,200,64.888,64.0
cifar10,audit,1800,official_O,128,0.13548748289955387,0.12737485378483732,0.20671268265868523,0.0037305859353328245,0.5252125,200,131.382,128.0
cifar10,audit,1800,official_O,256,0.07823981141517065,0.0699986848875771,0.12517337554025001,0.0027776530502802185,0.659258,200,269.994,256.0
cifar10,audit,1800,official_O,512,0.046701371805981606,0.0447256437193463,0.06948681096580275,0.001625401998291619,0.9696095,200,571.09,511.99
cifar10,audit,1800,official_T,32,0.39762601632779576,0.3740052702440011,0.5968962486273393,0.012310109610459542,0.2184455,200,32.132,32.0
cifar10,audit,1800,official_T,64,0.2951718630466838,0.273899942574948,0.43339219706308346,0.008892503556560785,0.2106355,200,64.468,64.0
cifar10,audit,1800,official_T,128,0.18089873527999611,0.1671780393390716,0.26362815427159836,0.0053657789864494905,0.2648665,200,129.761,127.805
cifar10,audit,1800,official_T,256,0.11430691439031214,0.105264103741183,0.1673559769071636,0.003435498663035163,0.356716,200,262.672,254.94
cifar10,audit,1800,official_T,512,0.07961351341814599,0.068650328317301,0.13372400292766726,0.002806455818140008,0.5599415,200,533.658,504.62
cifar10,audit,1800,projected_current,32,0.3029170753414137,0.291908930495452,0.46707948421112805,0.009967329377095366,0.48867,200,32.0,32.0
cifar10,audit,1800,projected_current,64,0.19291452106645934,0.1831829022910864,0.30643955931235256,0.005676405613654623,0.5877745,200,64.0,64.0
cifar10,audit,1800,projected_current,128,0.1159845074998871,0.11183066603978022,0.16337753025172302,0.003174490807569356,0.755633,200,128.0,128.0
cifar10,audit,1800,projected_current,256,0.058286696601876464,0.05448188620213311,0.09268090135983656,0.0017588624473465339,1.107543,200,256.0,256.0
cifar10,audit,1800,projected_current,512,0.026022230179695485,0.024356751971427903,0.039706416055569696,0.0008455600949829244,1.888401,200,512.0,512.0
cifar10,audit,1800,projected_fast,32,0.3125336723773644,0.29696883127525964,0.48383826502442234,0.00999463342583074,0.488746,200,32.0,32.0
cifar10,audit,1800,projected_fast,64,0.19365678058770677,0.1788053067512882,0.293734604669484,0.006075522967550065,0.5870415,200,64.0,64.0
cifar10,audit,1800,projected_fast,128,0.11337852240394625,0.10330468517142533,0.1713546170116215,0.00346690048626601,0.757031,200,128.0,128.0
cifar10,audit,1800,projected_fast,256,0.05706526602557313,0.0533154517723782,0.0849386923040798,0.0016141092311185077,1.1118985,200,256.0,256.0
cifar10,audit,1800,projected_fast,512,0.027108668724909434,0.025411363831552302,0.0424066039161277,0.0008197717322322276,1.8923755,200,512.0,512.0
cifar10,audit,1800,uniform_mc,32,0.42371922038867643,0.36685815434822244,0.6304979320174031,0.015411291095452093,0.211363,200,32.0,32.0
cifar10,audit,1800,uniform_mc,64,0.32339025787381404,0.28819413076099654,0.5310098278729355,0.01180351224408999,0.2912515,200,64.0,64.0
cifar10,audit,1800,uniform_mc,128,0.22211339265072141,0.20588388784941902,0.3311308770908871,0.008285616480803067,0.4687825,200,128.0,128.0
cifar10,audit,1800,uniform_mc,256,0.1541218866706436,0.1347538586186019,0.2481364841196722,0.006336283069657409,0.826563,200,256.0,256.0
cifar10,audit,1800,uniform_mc,512,0.09803076089927817,0.0896902289645414,0.15506168688786995,0.003967008329037427,1.5872115,200,512.0,512.0
isolet,audit,1800,ann_E_multi,32,0.2864469203773522,0.268697051304023,0.4267140810999887,0.008138078788071967,0.565256,200,32.0,32.0
isolet,audit,1800,ann_E_multi,64,0.14177098669655025,0.1404358880787338,0.20731045971369183,0.003499152930033891,0.577396,200,64.0,64.0
isolet,audit,1800,ann_E_multi,128,0.06581059958266376,0.06198756365213791,0.10048877847939568,0.002028299531680806,0.625809,200,128.0,128.0
isolet,audit,1800,ann_E_multi,256,0.025770224387425437,0.023543977479502702,0.042952215312250505,0.0009405687088829034,0.718162,200,256.0,256.0
isolet,audit,1800,ann_E_multi,512,0.010653996815225986,0.009211098352834401,0.02008415659284144,0.0004817307861848539,0.9143145,200,512.0,512.0
isolet,audit,1800,ann_E_single,32,0.3755311421526236,0.36026211674014413,0.5691683471199358,0.010915658686448811,0.3273495,200,32.0,32.0
isolet,audit,1800,ann_E_single,64,0.18610824743665907,0.1792957221510755,0.28032906944883074,0.005260706953877007,0.3400805,200,64.0,64.0
isolet,audit,1800,ann_E_single,128,0.08806945578083672,0.08293392471917241,0.13399546943967452,0.0028146407854952363,0.3865695,200,128.0,128.0
isolet,audit,1800,ann_E_single,256,0.03526577478839019,0.0318306101403963,0.060270276716161385,0.0012948870988683935,0.4721885,200,256.0,256.0
isolet,audit,1800,ann_E_single,512,0.01362485341440827,0.012111964590402601,0.024047332024567585,0.0006219367578806827,0.6694355,200,512.0,512.0
isolet,audit,1800,ann_T_multi,32,0.33110450251287704,0.317984654343862,0.5175786839176238,0.011254882829143158,0.5212685,200,32.0,32.0
isolet,audit,1800,ann_T_multi,64,0.20705182245893933,0.19062147135299412,0.32316769026389147,0.006269313733437345,0.520581,200,64.0,64.0
isolet,audit,1800,ann_T_multi,128,0.11018896558029087,0.1066374411667661,0.1704755819830296,0.0031695253544159227,0.5710355,200,128.0,128.0
isolet,audit,1800,ann_T_multi,256,0.05711655914284241,0.054162749362498805,0.08288213146566827,0.0017231985588263877,0.6593805,200,256.0,256.0
isolet,audit,1800,ann_T_multi,512,0.03107500902516848,0.0279095427944192,0.051367251398075346,0.0013696850618171218,0.8198115,200,512.0,512.0
isolet,audit,1800,ann_T_single,32,0.4271800164362399,0.39320111992960843,0.6866000654535789,0.013411420078613727,0.2670705,200,32.0,32.0
isolet,audit,1800,ann_T_single,64,0.2484510312393059,0.23179788514836963,0.3811166765413635,0.00773628864523776,0.2850185,200,64.0,64.0
isolet,audit,1800,ann_T_single,128,0.14666913415096564,0.1421835442984743,0.21871136745500946,0.0038923698054837254,0.3302545,200,128.0,128.0
isolet,audit,1800,ann_T_single,256,0.07331922648586081,0.06882665379057351,0.11436289260003893,0.0024220148346575836,0.416426,200,256.0,256.0
isolet,audit,1800,ann_T_single,512,0.0378174028554476,0.033201994499761904,0.06257554883523991,0.001408183823298157,0.5748475,200,512.0,512.0
isolet,audit,1800,exact,32,0.0,0.0,0.0,0.0,0.4381775,200,1800.0,1800.0
isolet,audit,1800,exact,64,0.0,0.0,0.0,0.0,0.4247595,200,1800.0,1800.0
isolet,audit,1800,exact,128,0.0,0.0,0.0,0.0,0.430871,200,1800.0,1800.0
isolet,audit,1800,exact,256,0.0,0.0,0.0,0.0,0.423079,200,1800.0,1800.0
isolet,audit,1800,exact,512,0.0,0.0,0.0,0.0,0.423923,200,1800.0,1800.0
isolet,audit,1800,exact_annular,32,0.1733030051552158,0.162465358366435,0.2696172959201961,0.0053454295285524376,0.672249,200,32.0,32.0
isolet,audit,1800,exact_annular,64,0.14234950394291176,0.127242137735807,0.23449769532314196,0.004903358589165021,0.6590685,200,64.0,64.0
isolet,audit,1800,exact_annular,128,0.10167617811238486,0.0934186424874928,0.15582690901192606,0.003374440059876306,0.669355,200,128.0,128.0
isolet,audit,1800,exact_annular,256,0.0769663059212936,0.0678161590335089,0.1264685442757496,0.002669916551745179,0.665618,200,256.0,256.0
isolet,audit,1800,exact_annular,512,0.04998018964052015,0.0443978332164653,0.08416440920278205,0.0020605720658738538,0.6811525,200,512.0,512.0
isolet,audit,1800,official_E,32,0.3808517255810585,0.37396864901848303,0.5696466515163436,0.010121112051813638,0.159147,200,32.288,32.0
isolet,audit,1800,official_E,64,0.19421612564868743,0.1917462659759283,0.2895997197415625,0.005601985951016009,0.1707075,200,65.078,64.0
isolet,audit,1800,official_E,128,0.08612986456100856,0.0796818321062204,0.1378499756400641,0.0029040451183153606,0.1980395,200,132.65,128.0
isolet,audit,1800,official_E,256,0.035105678194990636,0.031797164992764804,0.05565337087969884,0.0012867541187179018,0.256086,200,275.366,256.0
isolet,audit,1800,official_E,512,0.01300330900830148,0.011523692866998902,0.023174985639347122,0.00052847239835974,0.390525,200,596.918,511.97
isolet,audit,1800,official_O,32,0.38260891945936853,0.3682722874273767,0.5724757135719003,0.010266929342610375,0.15044,200,32.286,32.0
isolet,audit,1800,official_O,64,0.19903800597419036,0.19153078947984742,0.3028130759988015,0.005623666621666994,0.165526,200,65.098,64.0
isolet,audit,1800,official_O,128,0.09088840908038953,0.0849432747169242,0.1498156476510157,0.0028262398347527746,0.186532,200,132.696,128.0
isolet,audit,1800,official_O,256,0.04569174140722135,0.04253893314528541,0.08103191055281533,0.0018046974600419013,0.245622,200,275.523,255.865
isolet,audit,1800,official_O,512,0.026075039880768588,0.022312947107798502,0.04717572055562359,0.0011982122138405671,0.373059,200,564.252,488.18
isolet,audit,1800,official_T,32,0.4238201004301129,0.387294756050293,0.6722202334667813,0.012905458122108136,0.107624,200,32.136,32.0
isolet,audit,1800,official_T,64,0.24122332641513083,0.2321156095179074,0.3551287569012028,0.007075858671439313,0.1090695,200,64.466,64.0
isolet,audit,1800,official_T,128,0.14635067096783916,0.13380225128564782,0.23216451151027628,0.004561771409177159,0.1211555,200,129.968,128.0
isolet,audit,1800,official_T,256,0.07595676749174433,0.0722092005578927,0.12056210769611668,0.002365783842832286,0.1449225,200,263.629,255.825
isolet,audit,1800,official_T,512,0.03815686982309425,0.0329081304431479,0.06466032579149751,0.001318727047139686,0.195865,200,543.724,511.07
isolet,audit,1800,projected_current,32,0.36332690162729436,0.325446545450885,0.5914266701899744,0.013201067563056609,0.36185,200,32.0,32.0
isolet,audit,1800,projected_current,64,0.19578541020159654,0.1855382137179978,0.3030372238380619,0.00611425436497681,0.3770385,200,64.0,64.0
isolet,audit,1800,projected_current,128,0.11658841895223332,0.11094142416216592,0.16629574149350268,0.0034395198722536003,0.4248445,200,128.0,128.0
isolet,audit,1800,projected_current,256,0.05663280137120796,0.053897664736111,0.08660428607961236,0.0015362126113843421,0.512506,200,256.0,256.0
isolet,audit,1800,projected_current,512,0.024443242458163216,0.023421793829968302,0.036461240697739296,0.0007903567038278397,0.6695855,200,512.0,512.0
isolet,audit,1800,projected_fast,32,0.3441665257549925,0.31215413375281886,0.5888563538553152,0.012017489794047698,0.3622475,200,32.0,32.0
isolet,audit,1800,projected_fast,64,0.20399675060949093,0.18915154336629492,0.3104369342013845,0.00610080643398063,0.378179,200,64.0,64.0
isolet,audit,1800,projected_fast,128,0.11209858327971926,0.1080358558574189,0.1716920831161117,0.0031925107325732694,0.427397,200,128.0,128.0
isolet,audit,1800,projected_fast,256,0.055766552718639346,0.0531540201376297,0.08482488420164197,0.0016182192247241754,0.515324,200,256.0,256.0
isolet,audit,1800,projected_fast,512,0.023037362466161206,0.021538902941152502,0.03562463634841046,0.0007753973782259591,0.672757,200,512.0,512.0
isolet,audit,1800,uniform_mc,32,0.6254050340136186,0.48350429807336803,0.9509985409557994,0.05897118019215877,0.114627,200,32.0,32.0
isolet,audit,1800,uniform_mc,64,0.40584414741810276,0.3321226706109509,0.7367034313352956,0.01945503993673518,0.129524,200,64.0,64.0
isolet,audit,1800,uniform_mc,128,0.30642992525945006,0.25312173882167344,0.487950926746305,0.01728627244120957,0.1688975,200,128.0,128.0
isolet,audit,1800,uniform_mc,256,0.21252094540385585,0.17886290881383832,0.3665386536284978,0.01046877934030598,0.2505545,200,256.0,256.0
isolet,audit,1800,uniform_mc,512,0.1420751519719374,0.1213192657321475,0.23182079463947708,0.006652289883185564,0.4001705,200,512.0,512.0
cifar10_gist512,audit,1800,ann_E_multi,32,0.22356046332624976,0.21307887266720912,0.3327211149035203,0.006346170964851639,0.635972,200,32.0,32.0
cifar10_gist512,audit,1800,ann_E_multi,64,0.13485113698507425,0.13016408731312573,0.2036835279893381,0.003870373038070439,0.6545185,200,64.0,64.0
cifar10_gist512,audit,1800,ann_E_multi,128,0.07555460661381619,0.06980225129802231,0.11586756324236167,0.0018892377992114676,0.694994,200,128.0,128.0
cifar10_gist512,audit,1800,ann_E_multi,256,0.038783102627208056,0.037893209249072905,0.056780484540378505,0.0009587284941194,0.7756845,200,256.0,256.0
cifar10_gist512,audit,1800,ann_E_multi,512,0.017547051481490605,0.016490094858307203,0.02650130309158782,0.0004722485636322497,0.9329485,200,512.0,512.0
cifar10_gist512,audit,1800,ann_E_single,32,0.2966278251989558,0.28246970258033977,0.4463675123960867,0.007966530765310276,0.398815,200,32.0,32.0
cifar10_gist512,audit,1800,ann_E_single,64,0.17092512360731527,0.1627036448002281,0.24935584406257597,0.004320026672455268,0.4158165,200,64.0,64.0
cifar10_gist512,audit,1800,ann_E_single,128,0.09877479006369998,0.09254434366140181,0.14656654171105468,0.002619295787030173,0.4558755,200,128.0,128.0
cifar10_gist512,audit,1800,ann_E_single,256,0.05193188807431024,0.051558814808114306,0.07602580925147842,0.001344472998381211,0.533949,200,256.0,256.0
cifar10_gist512,audit,1800,ann_E_single,512,0.023011892816058886,0.022942278505194102,0.0324353496285793,0.000560491290048982,0.692238,200,512.0,512.0
cifar10_gist512,audit,1800,ann_T_multi,32,0.24508248897228718,0.2211085060978154,0.38528744326598324,0.010395402192265629,0.498683,200,32.0,32.0
cifar10_gist512,audit,1800,ann_T_multi,64,0.17322423749271912,0.1529502028431836,0.2890280877811166,0.006579733790122281,0.5037315,200,64.0,64.0
cifar10_gist512,audit,1800,ann_T_multi,128,0.1163416644117845,0.09945975299890672,0.1835880455119939,0.00451852446780712,0.5423585,200,128.0,128.0
cifar10_gist512,audit,1800,ann_T_multi,256,0.07981495980070885,0.0703065034823956,0.13429761527669712,0.002881136652109572,0.6230175,200,256.0,256.0
cifar10_gist512,audit,1800,ann_T_multi,512,0.050521437890332574,0.0431284100610912,0.08259401981591998,0.002146083815183591,0.773192,200,512.0,512.0
cifar10_gist512,audit,1800,ann_T_single,32,0.3307468702902213,0.30854566615892515,0.4993044365666812,0.012786064707916359,0.247314,200,32.0,32.0
cifar10_gist512,audit,1800,ann_T_single,64,0.2164079820463413,0.2055475825596995,0.3289647372803919,0.006306628112260804,0.265411,200,64.0,64.0
cifar10_gist512,audit,1800,ann_T_single,128,0.1469981813907443,0.13786190593610098,0.22090210885515563,0.004635884295948328,0.3020095,200,128.0,128.0
cifar10_gist512,audit,1800,ann_T_single,256,0.10103384168944843,0.08943445963407591,0.1588053621825681,0.00349587732565365,0.382162,200,256.0,256.0
cifar10_gist512,audit,1800,ann_T_single,512,0.06119379602482175,0.0545908747179923,0.09080232422578453,0.002237613183120532,0.5276205,200,512.0,512.0
cifar10_gist512,audit,1800,exact,32,0.0,0.0,0.0,0.0,0.363168,200,1800.0,1800.0
cifar10_gist512,audit,1800,exact,64,0.0,0.0,0.0,0.0,0.363733,200,1800.0,1800.0
cifar10_gist512,audit,1800,exact,128,0.0,0.0,0.0,0.0,0.365527,200,1800.0,1800.0
cifar10_gist512,audit,1800,exact,256,0.0,0.0,0.0,0.0,0.3656565,200,1800.0,1800.0
cifar10_gist512,audit,1800,exact,512,0.0,0.0,0.0,0.0,0.3668965,200,1800.0,1800.0
cifar10_gist512,audit,1800,exact_annular,32,0.15033724792928685,0.13896402556075133,0.2445206958791736,0.004765260140043844,0.5742455,200,32.0,32.0
cifar10_gist512,audit,1800,exact_annular,64,0.11304748750519629,0.1069754836327523,0.17005911530315873,0.003817041120993537,0.5764865,200,64.0,64.0
cifar10_gist512,audit,1800,exact_annular,128,0.08139537787288491,0.0722929949538402,0.1242902588790918,0.0037068150542214776,0.581319,200,128.0,128.0
cifar10_gist512,audit,1800,exact_annular,256,0.05596888217298048,0.04915969213386401,0.08534556704349087,0.0024860667716896543,0.586377,200,256.0,256.0
cifar10_gist512,audit,1800,exact_annular,512,0.03656038837087865,0.031995639459567,0.056804057595369925,0.001541760971719954,0.596178,200,512.0,512.0
cifar10_gist512,audit,1800,official_E,32,0.29318423629876933,0.2682733768266996,0.45221472992741957,0.00830929620109064,0.221604,200,32.228,32.0
cifar10_gist512,audit,1800,official_E,64,0.1762325392524463,0.16969226729985049,0.25909018827566416,0.004822368894546923,0.23124,200,64.846,64.0
cifar10_gist512,audit,1800,official_E,128,0.09966501458784412,0.0940878665708562,0.1535999585296014,0.002656209532875163,0.250433,200,131.544,128.0
cifar10_gist512,audit,1800,official_E,256,0.05270679212758329,0.051312409058425205,0.07637653146610178,0.0012509120506258768,0.2827625,200,270.204,256.0
cifar10_gist512,audit,1800,official_E,512,0.022137737863319743,0.022315398358503803,0.031469703262575165,0.0005260969336745141,0.344527,200,571.218,512.0
cifar10_gist512,audit,1800,official_O,32,0.30353794981612625,0.2917273231484617,0.4566950113530612,0.008603833483899917,0.1090755,200,32.206,32.0
cifar10_gist512,audit,1800,official_O,64,0.1978062620078486,0.18738395898366178,0.2971992395353962,0.005567862395390936,0.11632,200,64.878,64.0
