dataset,phase,budget,comparator,final_gain_percent,gain_ci_low,gain_ci_high,error_difference_percent_points,difference_ci_low,difference_ci_high
isolet,audit,128,uniform_mc,61.95266540840625,57.26830858066666,66.37951087716073,18.98415063072166,15.972101252932022,22.535931954462974
isolet,audit,256,deann_mean_relative_error,-61.32091525663461,-74.9668781141432,-47.90083672372761,-2.152712317621734,-2.5037789120308234,-1.7722506040108454
isolet,audit,256,deann_median_time_ns,25.440743147260147,19.63342483738116,30.664572270170176,1.932396612053639,1.4267121759376618,2.4529465520570493
isolet,audit,256,deann_original,-23.945377494974096,-34.51279713020177,-13.70619975426277,-1.0941059963986643,-1.5056425956950943,-0.665861582781601
isolet,audit,256,exact_annular,26.4187092087786,18.86144440655805,32.80223544658293,2.0333504550085624,1.373796852496006,2.657608815962305
isolet,audit,256,uniform_mc,73.35189655608374,70.17732048037958,76.43208197928567,15.588814403264792,13.646749339264197,17.828926993937603
isolet,audit,512,deann_mean_relative_error,-87.97709446540074,-104.52816035088274,-73.1216145999501,-1.1439933449861743,-1.3081637883746535,-0.9897800741825632
isolet,audit,512,deann_median_time_ns,35.940126715087025,30.538373462798475,40.49500721205672,1.371362736493104,1.0955277644699621,1.6281016418658514
isolet,audit,512,deann_original,6.2580821738604016,-2.5178434961225697,14.254435106483733,0.16317974226053994,-0.06465087014630094,0.39158614028891714
isolet,audit,512,exact_annular,51.09413822962623,45.00058283907281,56.312044759508595,2.5536947182356915,2.091924373060418,3.0317900447422232
isolet,audit,512,uniform_mc,82.7955542409051,80.45298253404185,84.7417940257505,11.76319095137741,10.47008492288347,13.089934987646842
isolet,test,32,deann_mean_relative_error,6.306861558703947,-3.3187018291843082,14.007579619007956,2.3699750144534457,-1.1489654153613031,5.430770762850417
isolet,test,32,deann_median_time_ns,20.102226455615412,13.489850312463698,26.231664072648865,8.85824606716475,5.7737423508643015,11.863733503434789
isolet,test,32,deann_original,4.98942706880765,-4.551172192823828,13.010841043334846,1.8489152228339245,-1.5676494294932564,4.828740354791278
isolet,test,32,exact_annular,-91.90266230156215,-108.83974100571903,-76.50552017813826,-16.861078447534545,-19.64303727284055,-14.303769905338445
isolet,test,32,uniform_mc,37.74137191344088,31.575429788125433,43.885045797014875,21.343045622400336,16.77427767227357,26.46716398862531
isolet,test,64,deann_mean_relative_error,-13.972474148617685,-24.79374830764875,-4.2527233501727375,-2.5735357282150204,-4.386543626865984,-0.8117887691442354
isolet,test,64,deann_median_time_ns,21.59086029614209,15.174372259967718,27.737173991844323,5.780429673109366,3.903481172481201,7.852309754655565
isolet,test,64,deann_original,-10.363538428349717,-20.657714335598445,-0.9128293342223837,-1.9712391196522627,-3.752510933924149,-0.17678348687442505
isolet,test,64,exact_annular,-46.418484584825315,-59.72376842167024,-34.08502000377933,-6.655059055977625,-8.154575330000231,-5.092944411838985
isolet,test,64,uniform_mc,52.18968488104376,45.69929624781578,58.27149502421548,22.91500370339602,17.910854487780124,28.654303974341104
isolet,test,128,deann_mean_relative_error,-33.27066158772269,-42.975605811182966,-23.600919661139134,-2.7467906914544176,-3.387846727205189,-1.994930841579633
isolet,test,128,deann_median_time_ns,23.961398995515314,18.844072126062013,29.445748909105554,3.4671827775134387,2.653529483345446,4.404650993922952
isolet,test,128,deann_original,-25.208489197891826,-35.594329657123374,-14.672773914691883,-2.215193797164909,-2.978002446935873,-1.3452245823936368
isolet,test,128,exact_annular,2.7330055017570576,-5.710387539487921,10.839245169632166,0.3091531621993146,-0.6175281320415608,1.2630344732299186
isolet,test,128,uniform_mc,64.18811938244893,60.04876471126047,68.36206501458955,19.72087622556491,16.930811815818466,22.823085952347057
isolet,test,256,deann_mean_relative_error,-49.37617960634193,-62.3398479082462,-37.44626429633911,-1.750724093602942,-2.0972568883108504,-1.4036785688811642
isolet,test,256,deann_median_time_ns,25.842263917173547,19.612423192699776,31.67782705252165,1.8456768575613278,1.3478056582805427,2.3546515117892266
isolet,test,256,deann_original,-14.181819668896223,-25.79378497736005,-3.6549300894562022,-0.6578343862864405,-1.1132596145813645,-0.17934306482214918
isolet,test,256,exact_annular,29.658147823595005,22.548026733539807,36.1572254918022,2.2331186480807577,1.6051284905838383,2.887538311988265
isolet,test,256,uniform_mc,76.64914711015994,73.18479478572752,79.49975055494937,17.385458604643294,15.065565690716113,19.889448982487274
isolet,test,512,deann_mean_relative_error,-46.92259631296152,-61.660635812715945,-33.38880472029995,-0.7027718345746571,-0.8510962849911097,-0.5402792102159574
isolet,test,512,deann_median_time_ns,39.09430520816583,34.44564950722746,43.52197684399277,1.4124611290784386,1.1750666558301879,1.6514579865217154
isolet,test,512,deann_original,16.016333550604124,7.806654918115789,23.617209319408424,0.4196518883300377,0.19032202987808133,0.6742078636023451
isolet,test,512,exact_annular,57.79154780312298,52.34631583125253,62.10854880956193,3.01290755901586,2.515587767598316,3.465618356966153
isolet,test,512,uniform_mc,84.2024814016769,82.10213873198526,85.97333143655048,11.728890245409678,10.509232472399502,13.079447263870483
