dataset,phase,method,budget,mean_error,median_latency_ms,mean_kernel_evaluations,observations,error_ci_low,error_ci_high,mean_error_percent,nondominated,dominators
cifar10_gist512,test,exact_annular,64,0.10742550133723032,0.5514625,64.0,1000,0.10147832797468101,0.1141922317399049,10.742550133723032,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0;final:M128;final:M256;uniform_mc:M512
cifar10_gist512,test,exact_annular,128,0.07702383137398709,0.5529785,128.0,1000,0.07261066322934716,0.0817791164164303,7.7023831373987095,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0;final:M256
cifar10_gist512,test,exact_annular,256,0.050620234233179254,0.5592565,256.0,1000,0.04725514179418366,0.054121914491716126,5.0620234233179255,False,deann_mean_relative_error:M512;deann_original:M512;exact:M0
cifar10_gist512,test,exact_annular,512,0.033050778798390426,0.568903,512.0,1000,0.03063728020458119,0.035468975138832175,3.3050778798390428,False,deann_mean_relative_error:M512;exact:M0
cifar10_gist512,test,final,32,0.2532687191163023,0.3047315,32.0,1000,0.23799961824805405,0.2704856275654141,25.326871911630228,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128;deann_original:M256;deann_original:M512;uniform_mc:M64;uniform_mc:M128;uniform_mc:M256
cifar10_gist512,test,final,64,0.16858959953058106,0.313597,64.0,1000,0.1577147367084611,0.17968005023336434,16.858959953058104,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;uniform_mc:M128;uniform_mc:M256
cifar10_gist512,test,final,128,0.10549423475422037,0.369872,128.0,1000,0.09933827039223668,0.11194718740448277,10.549423475422037,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0;uniform_mc:M512
cifar10_gist512,test,final,256,0.0632475944145285,0.4649735,256.0,1000,0.05967940215345871,0.06725701530389101,6.32475944145285,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M512;exact:M0
cifar10_gist512,test,final,512,0.032704440714113756,0.606491,512.0,1000,0.03069496450377027,0.03471020270406849,3.2704440714113754,False,deann_mean_relative_error:M512;exact:M0
cifar10_gist512,test,uniform_mc,32,0.32112937434948957,0.0799805,32.0,1000,0.2967166275891591,0.3492943975355513,32.112937434948954,False,deann_median_time_ns:M32;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M32;deann_original:M64
cifar10_gist512,test,uniform_mc,64,0.2392085394467691,0.085484,64.0,1000,0.21903706847070467,0.2614833505837744,23.92085394467691,False,deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M64
cifar10_gist512,test,uniform_mc,128,0.15890221416472297,0.1184975,128.0,1000,0.14784674734008077,0.1718392258688733,15.890221416472297,False,deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256
cifar10_gist512,test,uniform_mc,256,0.11572668297425605,0.201692,256.0,1000,0.10703431286185938,0.1253767853725456,11.572668297425604,False,deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M256;deann_original:M512
cifar10_gist512,test,uniform_mc,512,0.07831226983476029,0.34306,512.0,1000,0.07157036655279181,0.08524551878819128,7.8312269834760295,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M256;deann_original:M512
isolet,audit,deann_mean_relative_error,32,0.3808517255810589,0.10092,32.288,1000,0.36195712520230017,0.40136685867021865,38.08517255810589,False,deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M64
isolet,audit,deann_mean_relative_error,64,0.19421612564868784,0.1159015,65.078,1000,0.1834927883441058,0.2050037222935104,19.421612564868784,False,deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M128
isolet,audit,deann_mean_relative_error,128,0.08612986456100899,0.1414485,132.65,1000,0.08022459655115438,0.09186224820742607,8.612986456100899,False,deann_median_time_ns:M256;deann_median_time_ns:M512
isolet,audit,deann_mean_relative_error,256,0.035105678194991094,0.2060735,275.366,1000,0.032844150637055904,0.03790454077831199,3.5105678194991095,True,
isolet,audit,deann_mean_relative_error,512,0.013003309008301921,0.32585,596.918,1000,0.012002374909057888,0.014118304293192763,1.3003309008301922,True,
isolet,audit,deann_median_time_ns,32,0.42382010043011337,0.054483,32.136,1000,0.3976518211252764,0.44958669285907066,42.382010043011334,True,
isolet,audit,deann_median_time_ns,64,0.24122332641513128,0.0594405,64.466,1000,0.22714726840534366,0.25490489137179445,24.12233264151313,True,
isolet,audit,deann_median_time_ns,128,0.1463506709678396,0.066837,129.968,1000,0.13799912699935127,0.1554816546407867,14.63506709678396,True,
isolet,audit,deann_median_time_ns,256,0.07595676749174476,0.081265,263.629,1000,0.07142431684163782,0.0807068450208493,7.595676749174476,True,
isolet,audit,deann_median_time_ns,512,0.0381568698230947,0.11927,543.724,1000,0.03548570443387951,0.04077873692879417,3.81568698230947,True,
isolet,audit,deann_original,32,0.382608919459369,0.074129,32.286,1000,0.36443759983351737,0.4041631027653353,38.2608919459369,False,deann_median_time_ns:M64;deann_median_time_ns:M128
isolet,audit,deann_original,64,0.1990380059741908,0.088286,65.098,1000,0.18826136244297972,0.21009994082729327,19.90380059741908,False,deann_median_time_ns:M128;deann_median_time_ns:M256
isolet,audit,deann_original,128,0.09088840908038996,0.112924,132.696,1000,0.0853113904372442,0.09695073246186196,9.088840908038996,False,deann_median_time_ns:M256
isolet,audit,deann_original,256,0.04569174140722179,0.1789975,275.523,1000,0.042153904685675245,0.04925486213822485,4.569174140722179,False,deann_median_time_ns:M512
isolet,audit,deann_original,512,0.02607503988076904,0.2953245,564.252,1000,0.023806166029702917,0.02840493966886277,2.6075039880769038,True,
isolet,audit,exact,0,0.0,0.4134635,1800.0,200,0.0,0.0,0.0,True,
isolet,audit,exact_annular,32,0.17330300515521627,0.6220255,32.0,1000,0.16291417486764592,0.1834073539550048,17.33030051552163,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;exact:M0;exact_annular:M64;exact_annular:M128;final:M128;final:M256;uniform_mc:M512
isolet,audit,exact_annular,64,0.1423495039429122,0.6194395,64.0,1000,0.13366477548488348,0.15213918626063266,14.234950394291221,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;exact:M0;final:M128;final:M256;uniform_mc:M512
isolet,audit,exact_annular,128,0.10167617811238532,0.621934,128.0,1000,0.09527828534830884,0.1086680618236777,10.167617811238532,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;exact:M0;final:M256
isolet,audit,exact_annular,256,0.07696630592129405,0.627444,256.0,1000,0.07203104842496957,0.0824629468573509,7.696630592129406,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0;final:M256
isolet,audit,exact_annular,512,0.04998018964052056,0.637708,512.0,1000,0.046218909633426,0.05420774173217803,4.998018964052056,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0;final:M512
isolet,audit,final,32,0.3633269016272947,0.3076915,32.0,1000,0.3370987180762726,0.39082437732237135,36.33269016272947,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128;deann_original:M256;deann_original:M512;uniform_mc:M128;uniform_mc:M256
isolet,audit,final,64,0.195785410201597,0.320672,64.0,1000,0.18381771515907477,0.2083487578378945,19.5785410201597,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512
isolet,audit,final,128,0.11658841895223376,0.3885585,128.0,1000,0.11028172189108909,0.12364844310383621,11.658841895223377,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512
isolet,audit,final,256,0.056632801371208415,0.4839035,256.0,1000,0.0537808193468458,0.05971208662850093,5.663280137120841,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0
isolet,audit,final,512,0.024443242458163657,0.6362425,512.0,1000,0.022826776400127025,0.026143643054869554,2.444324245816366,False,deann_mean_relative_error:M512;exact:M0
isolet,audit,uniform_mc,32,0.625405034013619,0.0831115,32.0,1000,0.5307948252907203,0.7519994318816617,62.5405034013619,False,deann_median_time_ns:M32;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M32
isolet,audit,uniform_mc,64,0.4058441474181031,0.0892085,64.0,1000,0.36821734146008034,0.4434307078383658,40.584414741810306,False,deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M32;deann_original:M64
isolet,audit,uniform_mc,128,0.3064299252594505,0.131116,128.0,1000,0.2777328375114988,0.34185400470725963,30.64299252594505,False,deann_mean_relative_error:M64;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128
isolet,audit,uniform_mc,256,0.21252094540385627,0.22356,256.0,1000,0.194509193995623,0.23356241189157137,21.252094540385627,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128;deann_original:M256
isolet,audit,uniform_mc,512,0.14207515197193785,0.375282,512.0,1000,0.12966355723985928,0.15530009191049993,14.207515197193784,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512
isolet,test,deann_mean_relative_error,32,0.37577723759969067,0.100264,32.296,1000,0.3518446951204004,0.39877394718812753,37.57772375996907,False,deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M32;deann_original:M64
isolet,test,deann_mean_relative_error,64,0.18418611484563893,0.115098,65.216,1000,0.17357892363998714,0.19490048223423134,18.418611484563893,False,deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M128
isolet,test,deann_mean_relative_error,128,0.08255894413797948,0.1431425,132.81,1000,0.07727479934720476,0.08765767695073373,8.255894413797948,False,deann_median_time_ns:M256;deann_median_time_ns:M512
isolet,test,deann_mean_relative_error,256,0.03545685607029179,0.206085,275.46,1000,0.03265134337990152,0.03833627292646355,3.5456856070291787,True,
isolet,test,deann_mean_relative_error,512,0.014977258075988622,0.330173,596.136,1000,0.013586995121443542,0.016553699986234283,1.4977258075988622,True,
isolet,test,deann_median_time_ns,32,0.44065994812680337,0.0565085,32.098,1000,0.41159365070524573,0.4665009166543236,44.06599481268034,True,
isolet,test,deann_median_time_ns,64,0.2677257688588828,0.0621045,64.512,1000,0.2503192223441307,0.28650560752250503,26.772576885888277,True,
isolet,test,deann_median_time_ns,128,0.14469867882765802,0.0691605,129.906,1000,0.13695762143557227,0.1531924235983128,14.469867882765802,True,
isolet,test,deann_median_time_ns,256,0.07142086558193445,0.0846365,263.728,1000,0.06683888697284979,0.07581694696869809,7.142086558193444,True,
isolet,test,deann_median_time_ns,512,0.036129587712519576,0.1221585,542.939,1000,0.033436108979824034,0.038656535450035785,3.6129587712519577,True,
isolet,test,deann_original,32,0.37056663968349546,0.075131,32.294,1000,0.348877279598773,0.391323062243084,37.05666396834955,False,deann_median_time_ns:M64;deann_median_time_ns:M128
isolet,test,deann_original,64,0.19020908093126648,0.0882015,65.24,1000,0.17966701324263568,0.20116421517052122,19.02090809312665,False,deann_median_time_ns:M128;deann_median_time_ns:M256
isolet,test,deann_original,128,0.08787491308087456,0.1139875,132.563,1000,0.08205249153729668,0.09394238077561527,8.787491308087455,False,deann_median_time_ns:M256
isolet,test,deann_original,256,0.046385753143456776,0.1776195,273.498,1000,0.042184647609105,0.05031215958497343,4.638575314345678,False,deann_median_time_ns:M512
isolet,test,deann_original,512,0.02620149530503556,0.2944875,560.36,1000,0.02382258843911321,0.029014657219017685,2.6201495305035563,True,
isolet,test,exact,0,0.0,0.422546,1800.0,200,0.0,0.0,0.0,True,
isolet,test,exact_annular,32,0.1834667029798107,0.6303735,32.0,1000,0.17243276012464834,0.19408628310886822,18.346670297981067,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;exact:M0;exact_annular:M64;exact_annular:M128;final:M128;final:M256;uniform_mc:M512
isolet,test,exact_annular,64,0.14337088156801292,0.6272785,64.0,1000,0.132830012706787,0.15403062823056374,14.337088156801292,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;exact:M0;final:M128;final:M256;uniform_mc:M512
isolet,test,exact_annular,128,0.11311838267451672,0.6301105,128.0,1000,0.10569041688451272,0.12054806312570085,11.311838267451673,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512;exact:M0;final:M128;final:M256
isolet,test,exact_annular,256,0.07529528348712879,0.633914,256.0,1000,0.0698158928449652,0.08059666464711301,7.529528348712879,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0;final:M256
isolet,test,exact_annular,512,0.05213405201189376,0.6444055,512.0,1000,0.047977637894130336,0.05606505739406513,5.213405201189376,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0
isolet,test,final,32,0.3520774874551563,0.307157,32.0,1000,0.32530565909572656,0.38057063792852747,35.20774874551563,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128;deann_original:M256;deann_original:M512;uniform_mc:M128;uniform_mc:M256
isolet,test,final,64,0.20992147212778903,0.321203,64.0,1000,0.19640358295188193,0.22347660282055873,20.992147212778903,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128;deann_original:M256;deann_original:M512
isolet,test,final,128,0.11002685105252369,0.3917175,128.0,1000,0.10349446484524338,0.11573230923407744,11.002685105252368,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512
isolet,test,final,256,0.0529640970063212,0.489052,256.0,1000,0.04996228129881212,0.05590622802082401,5.29640970063212,False,deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M512;deann_original:M256;deann_original:M512;exact:M0
isolet,test,final,512,0.022004976421735194,0.6477575,512.0,1000,0.02069258711911342,0.023561912010141246,2.2004976421735196,False,deann_mean_relative_error:M512;exact:M0
isolet,test,uniform_mc,32,0.5655079436791595,0.0818445,32.0,1000,0.5213494673864152,0.6147008682059854,56.55079436791595,False,deann_median_time_ns:M32;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_original:M32
isolet,test,uniform_mc,64,0.4390715091617493,0.088994,64.0,1000,0.3888122041815545,0.4936703904368264,43.90715091617493,False,deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_original:M32;deann_original:M64
isolet,test,uniform_mc,128,0.30723561330817284,0.1311125,128.0,1000,0.28099254549101244,0.33796851031663716,30.723561330817283,False,deann_mean_relative_error:M64;deann_median_time_ns:M64;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128
isolet,test,uniform_mc,256,0.22681868305275413,0.225738,256.0,1000,0.20498293471442805,0.25175154786581383,22.68186830527541,False,deann_mean_relative_error:M64;deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_median_time_ns:M128;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M64;deann_original:M128;deann_original:M256
isolet,test,uniform_mc,512,0.13929387887583208,0.3835315,512.0,1000,0.12736833286668667,0.15214712688109816,13.929387887583209,False,deann_mean_relative_error:M128;deann_mean_relative_error:M256;deann_mean_relative_error:M512;deann_median_time_ns:M256;deann_median_time_ns:M512;deann_original:M128;deann_original:M256;deann_original:M512
