dataset,query_id,raw_row_id,grouping,candidate_size,candidate_fraction,mass_recall,variance_ratio
cifar10_gist512,67,16801,real_quantile,1243,0.6905555555555556,0.9996075000089374,0.5387536797383965
cifar10_gist512,67,16801,random_quantile,1243,0.6905555555555556,0.9996075000089374,0.9970749923973612
cifar10_gist512,67,16801,ordered_quantile,1243,0.6905555555555556,0.9996075000089374,0.5214087831285863
cifar10_gist512,68,10672,old_annuli,1746,0.97,0.993380648589097,0.9683952036908294
cifar10_gist512,68,10672,hamming_quantile,1746,0.97,0.993380648589097,0.7899264896493075
cifar10_gist512,68,10672,real_quantile,1746,0.97,0.993380648589097,0.6715989014531538
cifar10_gist512,68,10672,random_quantile,1746,0.97,0.993380648589097,0.9966720360793044
cifar10_gist512,68,10672,ordered_quantile,1746,0.97,0.993380648589097,0.2795993820167571
cifar10_gist512,69,6586,old_annuli,1505,0.8361111111111111,0.9745749178328936,0.9714908990364678
cifar10_gist512,69,6586,hamming_quantile,1505,0.8361111111111111,0.9745749178328936,0.841676152618981
cifar10_gist512,69,6586,real_quantile,1505,0.8361111111111111,0.9745749178328936,0.7456629528869326
cifar10_gist512,69,6586,random_quantile,1505,0.8361111111111111,0.9745749178328936,0.9944848614994711
cifar10_gist512,69,6586,ordered_quantile,1505,0.8361111111111111,0.9745749178328936,0.330539610408527
cifar10_gist512,70,7023,old_annuli,1665,0.925,0.9700539980716198,0.9943556926477054
cifar10_gist512,70,7023,hamming_quantile,1665,0.925,0.9700539980716198,0.7802409686887539
cifar10_gist512,70,7023,real_quantile,1665,0.925,0.9700539980716198,0.681022923995075
cifar10_gist512,70,7023,random_quantile,1665,0.925,0.9700539980716198,1.0024928738463923
cifar10_gist512,70,7023,ordered_quantile,1665,0.925,0.9700539980716198,0.2423498165032916
cifar10_gist512,71,46306,old_annuli,1678,0.9322222222222222,0.966450780378726,0.9684202776296424
cifar10_gist512,71,46306,hamming_quantile,1678,0.9322222222222222,0.966450780378726,0.8285194160742215
cifar10_gist512,71,46306,real_quantile,1678,0.9322222222222222,0.966450780378726,0.7377162725936375
cifar10_gist512,71,46306,random_quantile,1678,0.9322222222222222,0.966450780378726,0.9995698137629534
cifar10_gist512,71,46306,ordered_quantile,1678,0.9322222222222222,0.966450780378726,0.3070522159656578
cifar10_gist512,72,10395,old_annuli,1595,0.8861111111111111,0.9971598717351546,1.0295842600742595
cifar10_gist512,72,10395,hamming_quantile,1595,0.8861111111111111,0.9971598717351546,0.7285603400565811
cifar10_gist512,72,10395,real_quantile,1595,0.8861111111111111,0.9971598717351546,0.613634962026099
cifar10_gist512,72,10395,random_quantile,1595,0.8861111111111111,0.9971598717351546,1.0063336278485118
cifar10_gist512,72,10395,ordered_quantile,1595,0.8861111111111111,0.9971598717351546,0.5065231274180582
cifar10_gist512,73,28026,old_annuli,1533,0.8516666666666667,0.9712185975539328,1.0219642703739065
cifar10_gist512,73,28026,hamming_quantile,1533,0.8516666666666667,0.9712185975539328,0.9156232312474272
cifar10_gist512,73,28026,real_quantile,1533,0.8516666666666667,0.9712185975539328,0.9121516180000668
cifar10_gist512,73,28026,random_quantile,1533,0.8516666666666667,0.9712185975539328,1.049669464864234
cifar10_gist512,73,28026,ordered_quantile,1533,0.8516666666666667,0.9712185975539328,0.8658272190003955
cifar10_gist512,74,13637,old_annuli,1487,0.8261111111111111,0.9915631010466776,0.9655528463323996
cifar10_gist512,74,13637,hamming_quantile,1487,0.8261111111111111,0.9915631010466776,0.8592714105416317
cifar10_gist512,74,13637,real_quantile,1487,0.8261111111111111,0.9915631010466776,0.7896232859731473
cifar10_gist512,74,13637,random_quantile,1487,0.8261111111111111,0.9915631010466776,0.9992648725139773
cifar10_gist512,74,13637,ordered_quantile,1487,0.8261111111111111,0.9915631010466776,0.4475804249008832
cifar10_gist512,75,23822,old_annuli,1557,0.865,0.9972897343348874,0.9281394814998464
cifar10_gist512,75,23822,hamming_quantile,1557,0.865,0.9972897343348874,0.5312497108829344
cifar10_gist512,75,23822,real_quantile,1557,0.865,0.9972897343348874,0.41708762875846
cifar10_gist512,75,23822,random_quantile,1557,0.865,0.9972897343348874,1.0021176417280657
cifar10_gist512,75,23822,ordered_quantile,1557,0.865,0.9972897343348874,0.2831771506423272
cifar10_gist512,76,41633,old_annuli,1731,0.9616666666666668,0.9910462844055908,1.0007818135716269
cifar10_gist512,76,41633,hamming_quantile,1731,0.9616666666666668,0.9910462844055908,0.762272616218789
cifar10_gist512,76,41633,real_quantile,1731,0.9616666666666668,0.9910462844055908,0.6267127825126699
cifar10_gist512,76,41633,random_quantile,1731,0.9616666666666668,0.9910462844055908,1.005094149744313
cifar10_gist512,76,41633,ordered_quantile,1731,0.9616666666666668,0.9910462844055908,0.2419250985054913
cifar10_gist512,77,58634,old_annuli,1647,0.915,0.987607931182852,1.0009509168261017
cifar10_gist512,77,58634,hamming_quantile,1647,0.915,0.987607931182852,0.8368325072797095
cifar10_gist512,77,58634,real_quantile,1647,0.915,0.987607931182852,0.7795916037956716
cifar10_gist512,77,58634,random_quantile,1647,0.915,0.987607931182852,1.002792197457296
cifar10_gist512,77,58634,ordered_quantile,1647,0.915,0.987607931182852,0.6689725108783882
cifar10_gist512,78,11290,old_annuli,1779,0.9883333333333332,0.9967076794756444,0.9816628193859698
cifar10_gist512,78,11290,hamming_quantile,1779,0.9883333333333332,0.9967076794756444,0.7878006386101807
cifar10_gist512,78,11290,real_quantile,1779,0.9883333333333332,0.9967076794756444,0.618669744886747
cifar10_gist512,78,11290,random_quantile,1779,0.9883333333333332,0.9967076794756444,1.006901786304056
cifar10_gist512,78,11290,ordered_quantile,1779,0.9883333333333332,0.9967076794756444,0.3290844367037993
cifar10_gist512,79,40075,old_annuli,1523,0.8461111111111111,0.9580904364721372,0.9927374291850972
cifar10_gist512,79,40075,hamming_quantile,1523,0.8461111111111111,0.9580904364721372,0.8652036818738883
cifar10_gist512,79,40075,real_quantile,1523,0.8461111111111111,0.9580904364721372,0.8121788960067043
cifar10_gist512,79,40075,random_quantile,1523,0.8461111111111111,0.9580904364721372,1.0031624654914673
cifar10_gist512,79,40075,ordered_quantile,1523,0.8461111111111111,0.9580904364721372,0.486782054405438
amazon,0,258,old_annuli,687,0.9541666666666668,0.9087534517223472,0.3163008634642154
amazon,0,258,hamming_quantile,687,0.9541666666666668,0.9087534517223472,0.2510828569658044
amazon,0,258,real_quantile,687,0.9541666666666668,0.9087534517223472,0.383761853038142
amazon,0,258,random_quantile,687,0.9541666666666668,0.9087534517223472,0.9996847817515342
amazon,0,258,ordered_quantile,687,0.9541666666666668,0.9087534517223472,0.1679949174583533
amazon,1,759,old_annuli,720,1.0,1.0,0.4612793284243078
amazon,1,759,hamming_quantile,720,1.0,1.0,0.2887341904032647
amazon,1,759,real_quantile,720,1.0,1.0,0.446992368700102
amazon,1,759,random_quantile,720,1.0,1.0,1.001976953906425
amazon,1,759,ordered_quantile,720,1.0,1.0,0.2598153820957729
amazon,2,1459,old_annuli,695,0.9652777777777778,0.9509977110135134,0.3289350970837925
amazon,2,1459,hamming_quantile,695,0.9652777777777778,0.9509977110135134,0.2017429768548408
amazon,2,1459,real_quantile,695,0.9652777777777778,0.9509977110135134,0.4393347257797746
amazon,2,1459,random_quantile,695,0.9652777777777778,0.9509977110135134,1.0046257034539927
amazon,2,1459,ordered_quantile,695,0.9652777777777778,0.9509977110135134,0.1282467614338056
amazon,3,213,old_annuli,716,0.9944444444444444,0.9999792191979294,0.993250287715174
amazon,3,213,hamming_quantile,716,0.9944444444444444,0.9999792191979294,0.9345085349047232
amazon,3,213,real_quantile,716,0.9944444444444444,0.9999792191979294,0.9345670858152754
amazon,3,213,random_quantile,716,0.9944444444444444,0.9999792191979294,0.9626077764439118
amazon,3,213,ordered_quantile,716,0.9944444444444444,0.9999792191979294,0.934498298675126
amazon,4,790,old_annuli,720,1.0,1.0,0.3810400763665653
amazon,4,790,hamming_quantile,720,1.0,1.0,0.2386908365480602
amazon,4,790,real_quantile,720,1.0,1.0,0.5611385398132158
amazon,4,790,random_quantile,720,1.0,1.0,1.0014074703720832
amazon,4,790,ordered_quantile,720,1.0,1.0,0.1614376300787161
amazon,5,6,old_annuli,720,1.0,1.0,0.9382256522238192
amazon,5,6,hamming_quantile,720,1.0,1.0,0.3317243457906941
amazon,5,6,real_quantile,720,1.0,1.0,0.4249360936544568
amazon,5,6,random_quantile,720,1.0,1.0,0.9995004005643157
amazon,5,6,ordered_quantile,720,1.0,1.0,0.3130570423083798
amazon,6,492,old_annuli,719,0.9986111111111112,0.9994579229317404,0.2758283574901065
amazon,6,492,hamming_quantile,719,0.9986111111111112,0.9994579229317404,0.2606963163717354
amazon,6,492,real_quantile,719,0.9986111111111112,0.9994579229317404,0.3231865166482107
amazon,6,492,random_quantile,719,0.9986111111111112,0.9994579229317404,1.0027151137682107
amazon,6,492,ordered_quantile,719,0.9986111111111112,0.9994579229317404,0.2072815612002567
amazon,7,710,old_annuli,720,1.0,1.0,0.838028952784565
amazon,7,710,hamming_quantile,720,1.0,1.0,0.3392164492408132
amazon,7,710,real_quantile,720,1.0,1.0,0.3825858134033635
amazon,7,710,random_quantile,720,1.0,1.0,0.9986782178895812
amazon,7,710,ordered_quantile,720,1.0,1.0,0.3091664302781031
amazon,8,438,old_annuli,682,0.9472222222222222,0.9126085109351428,0.2029604354308599
amazon,8,438,hamming_quantile,682,0.9472222222222222,0.9126085109351428,0.2032389552619208
amazon,8,438,real_quantile,682,0.9472222222222222,0.9126085109351428,0.3332111372631766
amazon,8,438,random_quantile,682,0.9472222222222222,0.9126085109351428,1.0025880687095194
amazon,8,438,ordered_quantile,682,0.9472222222222222,0.9126085109351428,0.1083011163987399
amazon,9,599,old_annuli,668,0.9277777777777778,0.8547872852066994,0.2610056208332254
amazon,9,599,hamming_quantile,668,0.9277777777777778,0.8547872852066994,0.262344331671248
amazon,9,599,real_quantile,668,0.9277777777777778,0.8547872852066994,0.440667619565628
amazon,9,599,random_quantile,668,0.9277777777777778,0.8547872852066994,1.0063255230175263
amazon,9,599,ordered_quantile,668,0.9277777777777778,0.8547872852066994,0.1412272934815003
amazon,10,641,old_annuli,617,0.8569444444444444,0.7011569712511414,0.4054011532242857
amazon,10,641,hamming_quantile,617,0.8569444444444444,0.7011569712511414,0.3555289503047905
amazon,10,641,real_quantile,617,0.8569444444444444,0.7011569712511414,0.4840716921294339
amazon,10,641,random_quantile,617,0.8569444444444444,0.7011569712511414,0.9979723045179574
amazon,10,641,ordered_quantile,617,0.8569444444444444,0.7011569712511414,0.1674929819212089
amazon,11,1040,old_annuli,680,0.9444444444444444,0.9042435418579822,0.3020870878918696
amazon,11,1040,hamming_quantile,680,0.9444444444444444,0.9042435418579822,0.2733590981036991
amazon,11,1040,real_quantile,680,0.9444444444444444,0.9042435418579822,0.5630258207437672
amazon,11,1040,random_quantile,680,0.9444444444444444,0.9042435418579822,0.9994670718663381
amazon,11,1040,ordered_quantile,680,0.9444444444444444,0.9042435418579822,0.0799947448502476
amazon,12,967,old_annuli,720,1.0,1.0,0.8828264234799246
amazon,12,967,hamming_quantile,720,1.0,1.0,0.4172951827510355
amazon,12,967,real_quantile,720,1.0,1.0,0.4381480782406292
amazon,12,967,random_quantile,720,1.0,1.0,1.0025018785114306
amazon,12,967,ordered_quantile,720,1.0,1.0,0.4031365980652487
amazon,13,596,old_annuli,645,0.8958333333333334,0.7803469029832832,0.3153995648858013
amazon,13,596,hamming_quantile,645,0.8958333333333334,0.7803469029832832,0.2704191109390506
amazon,13,596,real_quantile,645,0.8958333333333334,0.7803469029832832,0.5000097460505398
